Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40;Column41;Column42;Column43;Column44;Column45;Column46;Column47;Column48;Column49;Column50;Column51;Column52;Column53;Column54;Column55;Column56;Column57;Column58;Column59;Column60;Column61;Column62;Column63;Column64;Column65;Column66;Column67;Column68;Column69;Column70;Column71;Column72;Column73;Column74;Column75;Column76;Column77;Column78;Column79;Column80;Column81;Column82;Column83;Column84;Column85;Column86;Column87;Column88;Column89;Column90;Column91;Column92;Column93;Column94;Column95;Column96;Column97;Column98;Column99;Column100;Column101
web_scraper_order;web_scraper_start_url;link;fecha;Copa;estadio;espectadores;arbitr;equipo 1;equipo 2;resultado;jugadores_1;jugadores_2;jugadores_3;jugadores_4;jugadores_5;jugadores_6;jugadores_7;jugadores_8;jugadores_9;jugadores_10;jugadores_11;jugadores_12;jugadores_13;jugadores_14;jugadores_15;jugadores_16;jugadores_17;jugadores_18;jugadores_19;jugadores_20;jugadores_21;jugadores_22;jugadores_23;jugadores_24;jugadores_25;jugadores_26;jugadores_27;jugadores_28;jugadores_29;jugadores_30;tipo-falta-1;tipo-falta-2;tipo-falta-3;tipo-falta-4;tipo-falta-5;tipo-falta-6;tipo-falta-7;tipo-falta-8;tipo-falta-9;tipo-falta-10;tipo-falta-11;tipo-falta-12;tipo-falta-13;tipo-falta-14;tipo-falta-15;tipo-falta-16;tipo-falta-17;tipo-falta-18;tipo-falta-19;tipo-falta-20;tipo-falta-21;tipo-falta-22;tipo-falta-23;tipo-falta-24;tipo-falta-25;tipo-falta-26;tipo-falta-27;tipo-falta-28;tipo-falta-29;tipo-falta-30;equipo-falta_1;equipo-falta_2;equipo-falta_3;equipo-falta_4;equipo-falta_5;equipo-falta_6;equipo-falta_7;equipo-falta_8;equipo-falta_9;equipo-falta_10;equipo-falta_11;equipo-falta_12;equipo-falta_13;equipo-falta_14;equipo-falta_15;equipo-falta_16;equipo-falta_17;equipo-falta_18;equipo-falta_19;equipo-falta_20;equipo-falta_21;equipo-falta_22;equipo-falta_23;equipo-falta_24;equipo-falta_25;equipo-falta_26;equipo-falta_27;equipo-falta_28;equipo-falta_29;equipo-falta_30
1777230620-1;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/3485211;"2. Jornada                                                                             | dom, 15/05/1994                            
                          |  20:00H";Primera División de Chile;Nacional Julio Martínez Prádanos;64.992 Espectadores;Carlos Robles;Universidad de Chile;CSD Colo-Colo;3:1(2:1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1777230623-2;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4307343;17. Jornada                                                                             | dom, 02/10/1994;Primera División de Chile;Monumental David Arellano;65.516 Espectadores;Iván Guerrero;CSD Colo-Colo;Universidad de Chile;0:0(0:0);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1777230626-3;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4500138;"Semifinal - Ida                                                                             | mié, 20/11/1996                            
                          |  Vuelta: 2:0";Copa Chile;Monumental David Arellano;;;CSD Colo-Colo;Universidad de Chile;2:3(:);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1777230629-4;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4500140;"Semifinal - Vuelta                                                                             | mar, 26/11/1996                            
                          |  Ida: 3:2";Copa Chile;Nacional Julio Martínez Prádanos;;;Universidad de Chile;CSD Colo-Colo;0:2(:);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1777230633-5;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4615973;2. Jornada                                                                             | dom, 07/03/1999;Primera División de Chile;Monumental David Arellano;;;CSD Colo-Colo;Universidad de Chile;5:2(:);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1777230636-6;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4619687;17. Jornada                                                                             | sáb, 12/06/1999;Primera División de Chile;Nacional Julio Martínez Prádanos;;;Universidad de Chile;CSD Colo-Colo;3:0(:);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1777230639-7;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4313904;"Grupo E                                                                             | jue, 29/07/1999                            
                          |  02:30H";Copa Mercosur;Nacional Julio Martínez Prádanos;;Rubén Selman;Universidad de Chile;CSD Colo-Colo;0:2(0:1);Mauricio Aros;Eduardo Arancibia;Clarence Acuña;Luis Musrri;Juan Carlos González;Pedro González;;;;;;;;;;;;;;;;;;;;;;;;;"Mauricio Aros

                                    1. Tarjeta amarilla";Mauricio Aros;"Eduardo Arancibia

                                    1. Tarjeta amarilla";Eduardo Arancibia;"Clarence Acuña

                                    Tarjeta roja";Clarence Acuña;"Luis Musrri

                                    1. Tarjeta amarilla";Luis Musrri;"Juan Carlos González

                                    1. Tarjeta amarilla";"Pedro González

                                    1. Tarjeta amarilla";Pedro González;;;;;;;;;;;;;;;;;;;;Universidad de Chile;Universidad de Chile;Universidad de Chile;Universidad de Chile;CSD Colo-Colo;Universidad de Chile;;;;;;;;;;;;;;;;;;;;;;;;
1777230642-8;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4313948;"Grupo E                                                                             | vie, 10/09/1999                            
                          |  01:30H";Copa Mercosur;Monumental David Arellano;;Braulio Arenas;CSD Colo-Colo;Universidad de Chile;0:0(0:0);Marquinhos;Clarence Acuña;Eduardo Arancibia;David Henríquez;Cristian Uribe;Pablo Galdames;Leonardo Rodríguez;Emerson Pereira;;;;;;;;;;;;;;;;;;;;;;;"Marquinhos

                                    2. Tarjeta amarilla";Marquinhos;"Clarence Acuña

                                    Tarjeta roja";"Eduardo Arancibia

                                    3. Tarjeta amarilla";"David Henríquez

                                    Tarjeta roja";David Henríquez;"Cristian Uribe

                                    1. Tarjeta amarilla";Cristian Uribe;"Pablo Galdames

                                    2. Tarjeta amarilla";"Leonardo Rodríguez

                                    1. Tarjeta amarilla";"Emerson Pereira

                                    2. Tarjeta amarilla";Emerson Pereira;;;;;;;;;;;;;;;;;;;CSD Colo-Colo;Universidad de Chile;Universidad de Chile;CSD Colo-Colo;CSD Colo-Colo;Universidad de Chile;Universidad de Chile;CSD Colo-Colo;;;;;;;;;;;;;;;;;;;;;;
1777230644-9;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4620174;"37. Jornada                                                                             | sáb, 06/11/1999                            
                          |  21:00H";Primera División de Chile;Monumental David Arellano;19.574 Espectadores;Braulio Arenas;CSD Colo-Colo;Universidad de Chile;0:1(0:0);José Luis Sierra;Juan Carlos González;Flavio Maestri;Marcelo Barticciotto;Cristian Castañeda;Marco Villaseca;;;;;;;;;;;;;;;;;;;;;;;;;"José Luis Sierra

                                    1. Tarjeta amarilla";José Luis Sierra;"Juan Carlos González

                                    1. Tarjeta amarilla";Juan Carlos González;"Flavio Maestri

                                    1. Tarjeta amarilla";"Marcelo Barticciotto

                                    1. Tarjeta amarilla";Marcelo Barticciotto;"Cristian Castañeda

                                    1. Tarjeta amarilla  , Falta";"Marco Villaseca

                                    1. Tarjeta amarilla  , Falta";Marco Villaseca;;;;;;;;;;;;;;;;;;;;;CSD Colo-Colo;CSD Colo-Colo;Universidad de Chile;CSD Colo-Colo;Universidad de Chile;CSD Colo-Colo;;;;;;;;;;;;;;;;;;;;;;;;
1777230648-10;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4620233;44. Jornada                                                                             | mié, 15/12/1999;Primera División de Chile;Nacional Julio Martínez Prádanos;;;Universidad de Chile;CSD Colo-Colo;0:3(:);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1777230650-11;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4400787;"Semifinales                                                                             | jue, 04/05/00                            
                          |  01:00H";Copa Apertura;Nacional Julio Martínez Prádanos;25.000 Espectadores;Mario Sánchez;Universidad de Chile;CSD Colo-Colo;3:1(1:1);Eduardo Arancibia;Mauricio Aros;Emerson Pereira;Clarence Acuña;Jaime Lopresti;Cristian Flores;;;;;;;;;;;;;;;;;;;;;;;;;"Eduardo Arancibia

                                    1. Tarjeta amarilla";Eduardo Arancibia;"Mauricio Aros

                                    1. Tarjeta amarilla";Mauricio Aros;"Emerson Pereira

                                    1. Tarjeta amarilla";"Clarence Acuña

                                    1. Tarjeta amarilla";Clarence Acuña;"Jaime Lopresti

                                    1. Tarjeta amarilla";"Cristian Flores

                                    Tarjeta roja";;;;;;;;;;;;;;;;;;;;;;Universidad de Chile;Universidad de Chile;CSD Colo-Colo;Universidad de Chile;CSD Colo-Colo;CSD Colo-Colo;;;;;;;;;;;;;;;;;;;;;;;;
1777230653-12;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4607203;"9. Jornada                                                                             | sáb, 17/06/00                            
                          |  23:00H";Primera División de Chile;Nacional Julio Martínez Prádanos;40.000 Espectadores;Eduardo Gamboa Martínez;Universidad de Chile;CSD Colo-Colo;3:1(1:0);Diego Rivarola;Marco Villaseca;Marcelo Ramírez;Emerson Pereira;Jaime Lopresti;Cristian Flores;Leonardo Rodríguez;Francisco Rojas;;;;;;;;;;;;;;;;;;;;;;;"Diego Rivarola

                                    1. Tarjeta amarilla";Diego Rivarola;"Marco Villaseca

                                    1. Tarjeta amarilla";"Marcelo Ramírez

                                    1. Tarjeta amarilla";"Emerson Pereira

                                    1. Tarjeta amarilla";"Jaime Lopresti

                                    1. Tarjeta amarilla";"Cristian Flores

                                    1. Tarjeta amarilla";"Leonardo Rodríguez

                                    1. Tarjeta amarilla";Leonardo Rodríguez;"Francisco Rojas

                                    Tarjeta roja  , Falta tremenda";;;;;;;;;;;;;;;;;;;;;Universidad de Chile;CSD Colo-Colo;CSD Colo-Colo;CSD Colo-Colo;CSD Colo-Colo;CSD Colo-Colo;Universidad de Chile;CSD Colo-Colo;;;;;;;;;;;;;;;;;;;;;;
1777230656-13;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4607288;"24. Jornada                                                                             | dom, 05/11/00                            
                          |  22:00H";Primera División de Chile;Monumental David Arellano;33.537 Espectadores;Robert Troxler;CSD Colo-Colo;Universidad de Chile;1:3(0:0);Diego Rivarola;Raúl Muñoz;Rafael Olarra;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Diego Rivarola

                                    2. Tarjeta amarilla";"Raúl Muñoz

                                    1. Tarjeta amarilla  , Falta";Raúl Muñoz;"Rafael Olarra

                                    1. Tarjeta amarilla  , Falta";;;;;;;;;;;;;;;;;;;;;;;;;;;Universidad de Chile;CSD Colo-Colo;Universidad de Chile;;;;;;;;;;;;;;;;;;;;;;;;;;;
1777230659-14;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4595274;4. Jornada                                                                             | sáb, 31/03/01;Primera División de Chile;Nacional Julio Martínez Prádanos;;Guido Aros;Universidad de Chile;CSD Colo-Colo;1:1(0:0);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1777230662-15;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4595585;"19. Jornada                                                                             | dom, 09/09/01                            
                          |  20:00H";Primera División de Chile;Monumental David Arellano;;Eduardo Ponce;CSD Colo-Colo;Universidad de Chile;2:3(1:1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1777230664-16;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4595018;13. Jornada                                                                             | sáb, 11/05/02;Torneo Apertura (-2016);Nacional Julio Martínez Prádanos;36.394 Espectadores;Pablo Pozo;Universidad de Chile;CSD Colo-Colo;0:3(0:1);Álex von Schwedler;Francisco Huaiquipán;Alonzo Zúñiga;Nelson Pinto;Luis Musrri;;;;;;;;;;;;;;;;;;;;;;;;;;"Álex von Schwedler

                                    1. Tarjeta amarilla  , Falta";Álex von Schwedler;"Francisco Huaiquipán

                                    1. Tarjeta amarilla  , Precipitarse hacia las vallas";"Alonzo Zúñiga

                                    1. Tarjeta amarilla  , Falta";"Nelson Pinto

                                    1. Tarjeta amarilla  , Falta";Nelson Pinto;"Luis Musrri

                                    2. Tarjeta amarilla  , Falta";Luis Musrri;;;;;;;;;;;;;;;;;;;;;;;Universidad de Chile;CSD Colo-Colo;CSD Colo-Colo;Universidad de Chile;Universidad de Chile;;;;;;;;;;;;;;;;;;;;;;;;;
1777230667-17;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4593941;"13. Jornada                                                                             | dom, 10/11/02                            
                          |  20:00H";Torneo Clausura (-2017);Monumental David Arellano;40.000 Espectadores;Guido Aros;CSD Colo-Colo;Universidad de Chile;0:0(0:0);Luis Musrri;Manuel Neira;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Luis Musrri

                                    Tarjeta roja  , Falta tremenda";"Manuel Neira

                                    Tarjeta roja  , Conducta violenta";Manuel Neira;;;;;;;;;;;;;;;;;;;;;;;;;;;;Universidad de Chile;CSD Colo-Colo;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1777230670-18;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4592807;"6. Jornada                                                                             | dom, 16/03/03                            
                          |  17:00H";Torneo Apertura (-2016);Nacional Julio Martínez Prádanos;45.000 Espectadores;Rubén Selman;Universidad de Chile;CSD Colo-Colo;0:0(0:0);Faustino Asprilla;Luis Musrri;Moisés Villarroel;Nelson Pinto;Braulio Leal;Faustino Asprilla;Marcelo Espina;;;;;;;;;;;;;;;;;;;;;;;;"Faustino Asprilla

                                    Tarjeta amarilla";Faustino Asprilla;"Luis Musrri

                                    3. Tarjeta amarilla";Luis Musrri;"Moisés Villarroel

                                    1. Tarjeta amarilla";"Nelson Pinto

                                    2. Tarjeta amarilla";Nelson Pinto;"Braulio Leal

                                    1. Tarjeta amarilla";"Faustino Asprilla

                                    Segunda tarjeta amarilla";Faustino Asprilla;"Marcelo Espina

                                    Tarjeta roja";;;;;;;;;;;;;;;;;;;;Universidad de Chile;Universidad de Chile;CSD Colo-Colo;Universidad de Chile;CSD Colo-Colo;Universidad de Chile;CSD Colo-Colo;;;;;;;;;;;;;;;;;;;;;;;
1777230673-19;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4591847;"6. Jornada                                                                             | dom, 31/08/03                            
                          |  20:00H";Torneo Clausura (-2017);Monumental David Arellano;;Rubén Selman;CSD Colo-Colo;Universidad de Chile;1:1(1:1);José Rojas;Luis Musrri;Luis Mena;;;;;;;;;;;;;;;;;;;;;;;;;;;;"José Rojas

                                    1. Tarjeta amarilla";"Luis Musrri

                                    1. Tarjeta amarilla";"Luis Mena

                                    1. Tarjeta amarilla";Luis Mena;;;;;;;;;;;;;;;;;;;;;;;;;;;Universidad de Chile;Universidad de Chile;CSD Colo-Colo;;;;;;;;;;;;;;;;;;;;;;;;;;;
1777230675-20;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4400838;"1. Jornada                                                                             | dom, 08/02/04                            
                          |  20:00H";Torneo Apertura (-2016);Nacional Julio Martínez Prádanos;25.000 Espectadores;Pablo Pozo;CSD Colo-Colo;Universidad de Chile;0:4(0:1);Manuel Ibarra;Mauricio Donoso;Manuel Iturra;Víctor Cancino;Luis Mena;Marco Olea;Miguel Ramírez;Miguel Aceval;;;;;;;;;;;;;;;;;;;;;;;"Manuel Ibarra

                                    1. Tarjeta amarilla  , Falta";"Mauricio Donoso

                                    1. Tarjeta amarilla  , Falta";Mauricio Donoso;"Manuel Iturra

                                    1. Tarjeta amarilla  , Precipitarse hacia las vallas";"Víctor Cancino

                                    1. Tarjeta amarilla  , Falta repetida";"Luis Mena

                                    1. Tarjeta amarilla  , Falta";Luis Mena;"Marco Olea

                                    1. Tarjeta amarilla  , Simular ser objeto de falta";"Miguel Ramírez

                                    1. Tarjeta amarilla  , Falta";Miguel Ramírez;"Miguel Aceval

                                    1. Tarjeta amarilla  , Falta";Miguel Aceval;;;;;;;;;;;;;;;;;;;Universidad de Chile;CSD Colo-Colo;Universidad de Chile;Universidad de Chile;CSD Colo-Colo;Universidad de Chile;CSD Colo-Colo;CSD Colo-Colo;;;;;;;;;;;;;;;;;;;;;;
1777230680-21;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4400844;"1. Jornada                                                                             | dom, 01/08/04                            
                          |  21:00H";Torneo Clausura (-2017);Nacional Julio Martínez Prádanos;19.092 Espectadores;Carlos Chandía;Universidad de Chile;CSD Colo-Colo;0:1(0:1);Miguel Riffo;Luis Musrri;Diego Rivarola;José Rojas;Miguel Aceval;Mauricio Donoso;Ismael Fuentes;Víctor Cancino;Felipe Flores;;;;;;;;;;;;;;;;;;;;;;"Miguel Riffo

                                    1. Tarjeta amarilla  , Falta";"Luis Musrri

                                    1. Tarjeta amarilla  , Falta";Luis Musrri;"Diego Rivarola

                                    1. Tarjeta amarilla  , Protestar";Diego Rivarola;"José Rojas

                                    1. Tarjeta amarilla  , Falta";José Rojas;"Miguel Aceval

                                    1. Tarjeta amarilla  , Comportamiento antideportivo";"Mauricio Donoso

                                    1. Tarjeta amarilla  , Comportamiento antideportivo";"Ismael Fuentes

                                    1. Tarjeta amarilla  , Falta";"Víctor Cancino

                                    1. Tarjeta amarilla  , Falta";Víctor Cancino;"Felipe Flores

                                    1. Tarjeta amarilla  , Mano";;;;;;;;;;;;;;;;;;CSD Colo-Colo;Universidad de Chile;Universidad de Chile;Universidad de Chile;CSD Colo-Colo;CSD Colo-Colo;CSD Colo-Colo;Universidad de Chile;CSD Colo-Colo;;;;;;;;;;;;;;;;;;;;;
1777230683-22;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4473003;"12. Jornada                                                                             | dom, 10/04/05                            
                          |  22:30H";Torneo Apertura (-2016);Nacional Julio Martínez Prádanos;50.000 Espectadores;Enrique Osses;CSD Colo-Colo;Universidad de Chile;1:1(0:1);Diego Rivarola;Rodolfo Madrid;José Rojas;Manuel Iturra;Nelson Pinto;Jaime Riveros;Johnny Herrera;Jorge Valdivia;Waldo Ponce;Moisés Villarroel;Claudio Bravo;Nelson Pinto;;;;;;;;;;;;;;;;;;;"Diego Rivarola

                                    1. Tarjeta amarilla  , Protestar";"Rodolfo Madrid

                                    1. Tarjeta amarilla  , Falta";Rodolfo Madrid;"José Rojas

                                    2. Tarjeta amarilla  , Falta";"Manuel Iturra

                                    2. Tarjeta amarilla  , Falta";"Nelson Pinto

                                    Tarjeta amarilla  , Falta";"Jaime Riveros

                                    1. Tarjeta amarilla  , Protestar";"Johnny Herrera

                                    Tarjeta roja  , Conducta violenta";"Jorge Valdivia

                                    Tarjeta roja  , Comportamiento antideportivo";Jorge Valdivia;"Waldo Ponce

                                    Tarjeta roja  , Comportamiento antideportivo";"Moisés Villarroel

                                    Tarjeta roja  , Comportamiento antideportivo";Moisés Villarroel;"Claudio Bravo

                                    2. Tarjeta amarilla  , Protestar";Claudio Bravo;"Nelson Pinto

                                    Segunda tarjeta amarilla  , Conducta violenta";;;;;;;;;;;;;;;Universidad de Chile;CSD Colo-Colo;Universidad de Chile;Universidad de Chile;Universidad de Chile;Universidad de Chile;Universidad de Chile;CSD Colo-Colo;Universidad de Chile;CSD Colo-Colo;CSD Colo-Colo;Universidad de Chile;;;;;;;;;;;;;;;;;;
1777230686-23;https://www.transfermarkt.es/universidad-de-chile/bilanzdetail/verein/1037/plus/0?gegner_id=2433&saison_id=&wettbewerb_id=&day=&heim_gast=&punkte=&datum_von=&datum_bis=;https://www.transfermarkt.es/spielbericht/index/spielbericht/4469283;"7. Jornada                                                                             | vie, 09/09/05                            
                          |  02:45H";Torneo Clausura (-2017);Nacional Julio Martínez Prádanos;40.000 Espectadores;Carlos Chandía;Universidad de Chile;CSD Colo-Colo;1:0(1:0);Hernán Losada;Julio Moreyra;Diego Rivarola;Hugo Droguett;Johnny Herrera;Felipe Flores;Héctor Tapia;Jorge Valdivia;Rodolfo Madrid;Álvaro Ormeño;Cristián Canío;David Henríquez;Luis Pedro Figueroa;;;;;;;;;;;;;;;;;;"Hernán Losada

                                    2. Tarjeta amarilla  , Falta";Hernán Losada;"Julio Moreyra

                                    1. Tarjeta amarilla  , Falta";Julio Moreyra;"Diego Rivarola

                                    1. Tarjeta amarilla  , Quitarse la camiseta";Diego Rivarola;"Hugo Droguett

                                    3. Tarjeta amarilla  , Falta";Hugo Droguett;"Johnny Herrera

                                    1. Tarjeta amarilla  , Perder tiempo";Johnny Herrera;"Felipe Flores

                                    2. Tarjeta amarilla  , Simular ser objeto de falta";"Héctor Tapia

                                    1. Tarjeta amarilla  , Falta";"Jorge Valdivia

                                    3. Tarjeta amarilla  , Falta";"Rodolfo Madrid

                                    2. Tarjeta amarilla  , Falta";"Álvaro Ormeño

                                    3. Tarjeta amarilla  , Protestar";"Cristián Canío

                                    Tarjeta roja  , Encararse con adversarios";Cristián Canío;"David Henríquez

                                    Tarjeta roja  , Encararse con adversarios";"Luis Pedro Figueroa

                                    1. Tarjeta amarilla  , Falta";Luis Pedro Figueroa;;;;;;;;;;;Universidad de Chile;Universidad de Chile;Universidad de Chile;Universidad de Chile;Universidad de Chile;CSD Colo-Colo;CSD Colo-Colo;CSD Colo-Colo;CSD Colo-Colo;CSD Colo-Colo;Universidad de Chile;CSD Colo-Colo;Universidad de Chile;;;;;;;;;;;;;;;;;
